GazeX;GazeY;HeadX;HeadY;HeadZ;HeadYaw;HeadPitch;HeadRoll;rx;ry;rw;rh;state;time;FrameNr;Xview;Yview;docX;docY
627.6;53;0.7;-9.1;50.8;-6.2;16.6;2.4;244;107;171;171;0;1,59509E+12;1172;0.4594436310395315;-0.005479452054794521;627.6;-3.6
612.6;70.8;0.7;-9.1;50.8;-6.1;16.3;2.4;244;107;171;171;0;1,59509E+12;1173;0.4484626647144949;-0.00006088280060882887;612.6;-0.04000000000000057
586.4;89.6;0.7;-9.1;50.9;-6.2;15.2;2.2;244;107;171;171;0;1,59509E+12;1174;0.42928257686676424;0.028310502283105013;586.4;18.599.999.999.999.900
598.6;118.8;0.6;-9.4;51.9;-6.4;15.8;2.2;244;107;171;171;0;1,59509E+12;1175;0.4382137628111274;0.07275494672754947;598.6;47.8
589.8;166.8;0.6;-9.4;52;-6.7;16.4;2.3;244;107;171;171;0;1,59509E+12;1176;0.43177159590043923;0.14581430745814308;589.8;9.580.000.000.000.000
562.4;192.2;0.6;-9.5;52.2;-6.2;15.3;3.4;244;107;171;171;0;1,59509E+12;1177;0.4117130307467057;0.18447488584474883;562.4;12.119.999.999.999.900
535.8;184;0.6;-9.6;52.2;-6.2;13.9;2.7;244;107;171;171;0;1,59509E+12;1178;0.39224011713030743;0.1719939117199391;535.8;113
506;189;0.6;-9.7;52.3;-6.9;15.1;2.4;244;107;171;171;0;1,59509E+12;1179;0.37042459736456806;0.1796042617960426;506;118
491.6;232.2;0.6;-9.9;52.8;-7;15.2;2.3;244;107;171;171;0;1,59509E+12;1180;0.35988286969253297;0.24535768645357683;491.6;161.2
493;269.4;0.6;-9.9;53;-7.1;15.7;3.9;244;107;171;171;0;1,59509E+12;1181;0.3609077598828697;0.30197869101978686;493;19.839.999.999.999.900
462.4;356.4;0.5;-10.1;54;-7.2;15.6;3.3;244;107;171;171;0;1,59509E+12;1182;0.338506588579795;0.43439878234398777;462.4;285.4
409.6;398.2;0.6;-9.9;52.9;-7.2;15.1;4.5;244;107;171;171;0;1,59509E+12;1183;0.2998535871156662;0.4980213089802131;409.6;327.2
396.6;423.4;0.7;-10.1;53.8;-7.1;16;4.6;244;107;171;171;0;1,59509E+12;1184;0.2903367496339678;0.5363774733637747;396.6;352.4
378;445;0.8;-9.9;52.8;-6.2;16;4.6;244;107;171;171;0;1,59509E+12;1185;0.2767203513909224;0.5692541856925418;378;374
357.8;451.8;0.8;-10;53.8;-6.5;16.7;2.7;244;107;171;171;0;1,59509E+12;1186;0.26193265007320643;0.5796042617960426;357.8;380.8
370.4;494.2;0.8;-10;53.7;-6.4;17.4;4.7;244;107;171;171;0;1,59509E+12;1187;0.27115666178623715;0.6441400304414003;370.4;423.2
395;530.2;0.8;-10;53.7;-6.2;18;5.3;244;107;171;171;0;1,59509E+12;1188;0.2891654465592972;0.6989345509893455;395;45.920.000.000.000.000
362.2;545.8;0.8;-10;53.5;-6.3;17.1;4.6;244;107;171;171;0;1,59509E+12;1189;0.2651537335285505;0.7226788432267883;362.2;47.479.999.999.999.900
349.2;547.6;0.8;-10;53.5;-6.3;17.1;4.8;244;107;171;171;0;1,59509E+12;1190;0.25563689604685214;0.7254185692541857;349.2;476.6
378.2;573.6;0.8;-10.1;53.9;-6.2;18.2;5.3;244;107;171;171;0;1,59509E+12;1191;0.2768667642752562;0.7649923896499239;378.2;502.6
412.6;601.2;0.9;-10;53.7;-6.1;18.5;6.3;244;107;171;171;0;1,59509E+12;1192;0.30204978038067354;0.8070015220700153;412.6;530.2
379.6;560.6;0.8;-9.9;53.1;-6.4;15.3;3.6;244;107;171;171;0;1,59509E+12;1193;0.277891654465593;0.7452054794520548;379.6;489.6
332.4;558.4;0.8;-10;53.7;-6.4;17.3;2.7;244;107;171;171;0;1,59509E+12;1194;0.24333821376281112;0.7418569254185692;332.4;487.4
282.8;550.4;0.8;-10;53.5;-6.4;15.6;2.5;244;107;171;171;0;1,59509E+12;1195;0.20702781844802343;0.7296803652968036;282.8;479.4
253;541.6;0.9;-9.9;53.3;-6.6;16.9;2.8;244;107;171;171;0;1,59509E+12;1196;0.18521229868228403;0.7162861491628615;253;470.6
221.2;550.2;0.9;-9.9;53.2;-6.4;16.1;3.1;244;107;171;171;0;1,59509E+12;1197;0.16193265007320642;0.7293759512937595;221.2;47.920.000.000.000.000
96.6;457.8;1;-9.7;52.1;-6.1;16.2;3.5;244;107;171;171;0;1,59509E+12;1198;0.07071742313323572;0.5887366818873668;96.6;386.8
36;421.6;1;-9.6;51.9;-5.8;15.8;3.4;244;107;171;171;0;1,59509E+12;1199;0.02635431918008785;0.5336377473363775;36;350.6
-30.4;306;1;-9.6;51.6;-5.8;15.7;3.1;244;107;171;171;0;1,59509E+12;1200;-0.00445095168374817;0.3576864535768645;-6.08;235
-29.6;317.6;1;-9.6;51.6;-5.8;16.4;2.6;244;107;171;171;0;1,59509E+12;1201;-0.004333821376281114;0.37534246575342467;-5.920.000.000.000.000;24.660.000.000.000.000
-22;317;1.1;-9.7;51.6;-5.8;16.9;2.4;244;107;171;171;0;1,59509E+12;1202;-0.0032210834553440706;0.3744292237442922;-4.4;246
-15;294.8;1.1;-9.6;51.5;-5.8;17;2.3;244;107;171;171;0;1,59509E+12;1203;-0.0021961932650073207;0.3406392694063927;-3;223.8
-11.6;271.2;1.1;-9.6;51.4;-5.7;16.5;2.3;244;107;171;171;0;1,59509E+12;1204;-0.0016983894582723279;0.30471841704718416;-2.32;200.2
-6;235;1.1;-9.6;51.4;-5.6;16.8;2.2;244;107;171;171;0;1,59509E+12;1205;-0.0008784773060029284;0.2496194824961948;-12.000.000.000.000.000;164
332;61;1.1;-9.6;51.3;-5.4;16.2;1.9;244;107;171;171;0;1,59509E+12;1206;0.2430453879941435;-0.0030441400304414;332;-2
329.4;25.8;1.1;-9.6;51.2;-5.1;15.7;1.8;244;107;171;171;0;1,59509E+12;1207;0.24114202049780378;-0.013759512937595132;329.4;-9.040.000.000.000.000
322.4;-16.8;1.1;-9.6;51;-5;15.7;1.9;244;107;171;171;0;1,59509E+12;1208;0.23601756954612005;-0.026727549467275492;322.4;-17.56
864;-176;1;-9.6;50.9;-4.8;15.3;1.7;248;102;170;170;0;1,59509E+12;1209;0.6325036603221084;-0.3759512937595129;864;-247
883;370;1;-9.5;51;-5.5;15.1;2.1;248;103;169;169;0;1,59509E+12;1210;0.6464128843338214;0.4550989345509893;883;299
962.8;344.2;0.9;-9.5;51.2;-5.7;15.3;2.3;248;104;168;168;0;1,59509E+12;1211;0.7048316251830161;0.41582952815829527;962.8;273.2
973.6;148.6;0.9;-9.5;51.2;-5.6;14.7;1.8;248;104;168;168;0;1,59509E+12;1212;0.7127379209370425;0.11811263318112632;973.6;77.6
940.2;10.2;0.9;-9.5;51;-5.2;15.2;1.6;247;102;170;170;0;1,59509E+12;1213;0.6882869692532944;-0.018508371385083714;940.2;-12.16
916.6;4.4;0.9;-9.5;50.8;-5.1;15;1.5;247;102;170;170;0;1,59509E+12;1214;0.6710102489019034;-0.020273972602739727;916.6;-13.32
905.2;-8.6;0.9;-9.5;50.9;-5.1;15;1.6;247;103;170;170;0;1,59509E+12;1215;0.6626647144948756;-0.024231354642313546;905.2;-15.92
894.8;-14.6;1;-9.5;50.9;-5.1;14;2.1;247;103;170;170;0;1,59509E+12;1216;0.6550512445095168;-0.026057838660578387;894.8;-17.12
856.4;-19.8;1;-9.4;50.7;-4.9;14.2;1.8;247;103;170;170;0;1,59509E+12;1217;0.6269399707174231;-0.027640791476407914;856.4;-18.16
847.4;-23.6;1;-9.4;50.7;-4.7;14.2;1.8;247;103;170;170;0;1,59509E+12;1218;0.6203513909224011;-0.028797564687975643;847.4;-18.919.999.999.999.900
864.2;-21.4;1;-9.4;50.9;-4.7;14.2;1.9;247;103;170;170;0;1,59509E+12;1219;0.6326500732064422;-0.02812785388127854;864.2;-18.48
812;-77.4;1;-9.4;50.9;-4.7;14.6;1.9;247;103;170;170;0;1,59509E+12;1220;0.5944363103953147;-0.2258751902587519;812;-148.4
680.2;-85.8;1;-9.4;50.9;-4.7;14.1;1.9;247;103;170;170;0;1,59509E+12;1221;0.49795021961932656;-0.23866057838660582;680.2;-156.8
396.6;-80.8;1;-9.4;50.7;-4.8;14.2;1.9;247;103;170;170;0;1,59509E+12;1222;0.2903367496339678;-0.2310502283105023;396.6;-151.8
368.4;-83;1;-9.4;50.6;-4.8;14.1;2;247;103;170;170;0;1,59509E+12;1223;0.26969253294289897;-0.2343987823439878;368.4;-154
349.4;-93.4;1;-9.4;50.7;-4.8;14.4;1.9;247;103;170;170;0;1,59509E+12;1224;0.25578330893118595;-0.2502283105022831;349.4;-164.4
270.8;-145;1;-9.4;50.7;-4.9;15;1.6;247;103;170;170;0;1,59509E+12;1225;0.19824304538799414;-0.3287671232876712;270.8;-216
279.8;-181.2;1;-9.5;50.8;-4.9;16;1.6;247;103;170;170;0;1,59509E+12;1226;0.20483162518301612;-0.38386605783866057;279.8;-252.2
286;-219.2;1.1;-9.6;50.8;-4.9;16.6;1.5;248;101;170;170;0;1,59509E+12;1227;0.20937042459736457;-0.44170471841704717;286;-290.2
884;-299;1;-9.6;50.6;-5.1;16.7;1.5;248;101;170;170;0;1,59509E+12;1228;0.6471449487554904;-0.563165905631659;884;-370
934.6;-338.8;1;-9.6;50.6;-5.3;16.6;1.2;248;101;170;170;0;1,59509E+12;1229;0.6841874084919473;-0.623744292237443;934.6;-409.8
968.2;-371.8;1;-9.6;50.8;-5.2;16.7;1.1;248;101;170;170;0;1,59509E+12;1230;0.7087847730600293;-0.673972602739726;968.2;-442.8
971.6;-385.8;1;-9.6;50.9;-5.1;16.7;1.1;248;101;170;170;0;1,59509E+12;1231;0.7112737920937042;-0.6952815829528158;971.6;-456.8
954.2;-378.4;1;-9.6;50.8;-5.2;16.5;1.3;248;101;170;170;0;1,59509E+12;1232;0.6985358711566618;-0.6840182648401826;954.2;-449.4
301;-134;1;-9.6;50.9;-5;15.9;1.4;248;101;170;170;0;1,59509E+12;1233;0.22035139092240116;-0.3120243531202435;301;-205
270.6;-124.8;1;-9.6;50.9;-4.9;15.4;1.4;248;101;170;170;0;1,59509E+12;1234;0.19809663250366033;-0.2980213089802131;270.6;-195.8
303.8;-150;1;-9.6;50.9;-4.9;15;1.6;248;101;170;170;0;1,59509E+12;1235;0.22240117130307469;-0.3363774733637747;303.8;-221
339.2;-194.8;1;-9.6;50.9;-4.9;15.1;1.6;248;101;170;170;0;1,59509E+12;1236;0.24831625183016104;-0.4045662100456621;339.2;-265.8
314.2;-214.8;1;-9.6;50.9;-4.9;15.1;1.6;248;101;170;170;0;1,59509E+12;1237;0.23001464128843338;-0.4350076103500761;314.2;-285.8
256.8;-201.2;1;-9.6;51.1;-5;15;1.4;248;101;170;170;0;1,59509E+12;1238;0.18799414348462665;-0.41430745814307457;256.8;-272.2
254.2;-223.8;0.9;-9.7;51.1;-5.1;14.8;1.4;248;101;170;170;0;1,59509E+12;1239;0.18609077598828697;-0.4487062404870624;254.2;-294.8
231.8;-231.6;0.9;-9.7;51.2;-5.2;15.5;1.3;248;101;170;170;0;1,59509E+12;1240;0.169692532942899;-0.4605783866057839;231.8;-302.6
215;-235.2;0.9;-9.7;51.2;-5.3;16.1;1.3;248;101;170;170;0;1,59509E+12;1241;0.15739385065885797;-0.46605783866057837;215;-306.2
181.6;-243.2;1;-9.8;51.1;-5.4;15.9;1.4;248;100;169;169;0;1,59509E+12;1242;0.1329428989751098;-0.478234398782344;181.6;-314.2
-294;-159;1;-9.8;51.1;-5.4;15.6;1.6;248;100;169;169;0;1,59509E+12;1243;-0.21522693997071743;-0.350076103500761;-294;-230
-339.8;-155.6;1;-9.8;51.2;-5.3;15;1.7;248;100;169;169;0;1,59509E+12;1244;-0.24875549048316253;-0.34490106544901067;-339.8;-226.6
-358.2;-141.4;1;-9.8;51.1;-5.3;15.3;2;248;100;169;169;0;1,59509E+12;1245;-0.26222547584187406;-0.3232876712328767;-358.2;-212.4
-395.8;-133.6;1;-9.8;51.2;-5.3;14.8;1.9;248;100;169;169;0;1,59509E+12;1246;-0.2897510980966325;-0.31141552511415527;-395.8;-204.6
-457;-149;1;-9.7;51.2;-5.1;15.1;1.9;248;101;169;169;0;1,59509E+12;1247;-0.33455344070278187;-0.334855403348554;-457;-220
5;-256;1;-9.8;51.2;-5;15.8;1.1;248;100;168;168;0;1,59509E+12;1248;0.0036603221083455345;-0.4977168949771689;5;-327
79.4;-275.8;1;-9.8;51.1;-5.3;16.3;1.1;248;100;168;168;0;1,59509E+12;1249;0.05812591508052709;-0.5278538812785388;79.4;-346.8
106.6;-273.4;0.9;-9.8;50.8;-5.7;16.5;1.4;248;100;168;168;0;1,59509E+12;1250;0.07803806734992678;-0.5242009132420091;106.6;-344.4
97.2;-273;0.9;-9.8;50.7;-5.9;16.3;1.3;248;100;168;168;0;1,59509E+12;1251;0.0711566617862372;-0.5235920852359208;97.2;-344
118.4;-297;0.9;-9.8;50.8;-5.6;15.7;1.4;248;100;168;168;0;1,59509E+12;1252;0.08667642752562225;-0.5601217656012176;118.4;-368
166.2;-316.8;0.9;-9.7;50.8;-5.6;15.7;1.5;248;100;168;168;0;1,59509E+12;1253;0.12166910688140556;-0.5902587519025876;166.2;-387.8
177.8;-327.2;0.9;-9.7;50.8;-5.6;15.4;1.4;248;100;168;168;0;1,59509E+12;1254;0.13016105417276722;-0.6060882800608828;177.8;-398.2
182.8;-340.8;0.9;-9.8;50.8;-5.5;15.5;1.3;248;100;168;168;0;1,59509E+12;1255;0.13382137628111274;-0.6267884322678844;182.8;-411.8
651;435;1;-9.7;51.9;-7.6;13.3;2.2;250;103;167;167;0;1,59509E+12;1256;0.4765739385065886;0.5540334855403348;651;364
556.2;411.6;1;-9.6;51.9;-5.5;12.3;2.4;249;105;166;166;0;1,59509E+12;1257;0.4071742313323573;0.5184170471841705;556.2;340.6
244;144;1;-9.6;51.7;-5.4;11.9;2;248;103;168;168;0;1,59509E+12;1258;0.17862371888726208;0.1111111111111111;244;73
245;125.2;1;-9.6;51.4;-5.5;12.6;2.5;248;102;168;168;0;1,59509E+12;1259;0.17935578330893118;0.08249619482496195;245;54.2
270.4;114.4;0.9;-9.6;51.2;-5.7;12.7;2.5;248;102;168;168;0;1,59509E+12;1260;0.1979502196193265;0.06605783866057839;270.4;43.400.000.000.000.000
275.6;103.8;0.9;-9.6;51.2;-5.5;13.2;1.8;248;102;168;168;0;1,59509E+12;1261;0.20175695461200588;0.04992389649923896;275.6;32.8
234.2;111;0.9;-9.6;51.2;-6.2;12.4;2;248;102;168;168;0;1,59509E+12;1262;0.17144948755490483;0.060882800608828;234.2;40
186.2;107.8;0.8;-9.6;51.1;-6.1;12.3;1.8;248;102;168;168;0;1,59509E+12;1263;0.1363103953147877;0.05601217656012176;186.2;36.8
180.8;78.8;0.8;-9.6;51;-5.9;11.8;1.8;248;102;168;168;0;1,59509E+12;1264;0.13235724743777452;0.011872146118721456;180.8;7.799.999.999.999.990
162.2;51.4;0.8;-9.5;51;-6;11.5;2.1;248;102;168;168;0;1,59509E+12;1265;0.11874084919472913;-0.005966514459665145;162.2;-39.200.000.000.000.000
131.6;50;0.9;-9.6;51;-5.9;12.5;2;248;102;168;168;0;1,59509E+12;1266;0.09633967789165446;-0.006392694063926941;131.6;-4.2
118.2;68.4;0.9;-9.6;51.3;-5.8;13;2.4;248;102;168;168;0;1,59509E+12;1267;0.08653001464128844;-0.0007914764079147625;118.2;-0.5199999999999989
101;85.6;0.9;-9.7;51.5;-5.9;13;2.5;248;102;168;168;0;1,59509E+12;1268;0.0739385065885798;0.022222222222222213;101;14.599.999.999.999.900
120.6;75.6;0.9;-9.7;51.6;-6;12.7;3;248;102;168;168;0;1,59509E+12;1269;0.08828696925329428;0.007001522070015212;120.6;4.599.999.999.999.990
171.4;94.8;0.9;-9.8;51.4;-6.1;14.7;2.7;247;100;168;168;0;1,59509E+12;1270;0.12547584187408492;0.03622526636225266;171.4;23.799.999.999.999.900
124.2;189.4;0.9;-10;52.2;-5.9;15;2.1;247;100;168;168;0;1,59509E+12;1271;0.09092240117130308;0.1802130898021309;124.2;118.4
70.4;241;0.9;-10;52.4;-5.8;14.5;2.8;247;100;168;168;0;1,59509E+12;1272;0.05153733528550513;0.258751902587519;70.4;170
-23.4;358.2;0.8;-10.1;52.6;-5.8;14.6;2.5;247;100;168;168;0;1,59509E+12;1273;-0.00342606149341142;0.43713850837138507;-4.68;287.2
-18;356.6;0.8;-10.2;52.9;-5.9;13;2.3;247;100;168;168;0;1,59509E+12;1274;-0.002635431918008785;0.434703196347032;-3.6;285.6
-6;341.8;0.8;-10.2;52.9;-6.1;13.9;2.8;247;100;168;168;0;1,59509E+12;1275;-0.0008784773060029284;0.4121765601217656;-12.000.000.000.000.000;270.8
-14.8;342.2;0.7;-10.1;52.5;-6;12.9;3.1;247;100;168;168;0;1,59509E+12;1276;-0.002166910688140557;0.41278538812785387;-29.600.000.000.000.000;271.2
-7;325.8;0.7;-10.1;52.4;-6.1;12.6;3.2;247;100;168;168;0;1,59509E+12;1277;-0.0010248901903367497;0.3878234398782344;-14.000.000.000.000.000;254.8
-8.8;308.2;0.8;-10.1;52.4;-6.1;12.9;2.8;247;100;168;168;0;1,59509E+12;1278;-0.0012884333821376283;0.36103500761035007;-17.600.000.000.000.000;237.2
-22;292.4;0.8;-10.1;52.4;-6;13.3;2.9;247;100;168;168;0;1,59509E+12;1279;-0.0032210834553440706;0.33698630136986296;-4.4;22.139.999.999.999.900
-20.4;292.2;0.8;-10.1;52.6;-6.2;13.2;2.8;247;100;168;168;0;1,59509E+12;1280;-0.002986822840409956;0.33668188736681887;-4.08;221.2
-10.8;306.6;0.8;-10.2;53.1;-6.5;13.5;2.5;247;100;168;168;0;1,59509E+12;1281;-0.001581259150805271;0.35859969558599697;-2.16;23.560.000.000.000.000
-2.2;316;0.8;-10.2;53.2;-6.5;13.3;2.1;247;100;168;168;0;1,59509E+12;1282;-0.00032210834553440706;0.3729071537290715;-0.44000000000000006;245
2.2;316;0.8;-10.2;52.9;-6.4;13.9;3.2;247;100;168;168;0;1,59509E+12;1283;0.0016105417276720353;0.3729071537290715;2.2;245
-12.6;332.8;0.8;-10.2;52.8;-6.4;15.2;3.5;247;100;168;168;0;1,59509E+12;1284;-0.0018448023426061494;0.3984779299847793;-2.52;261.8
3.2;350.2;0.8;-10.5;54.7;-6;15;2.5;247;100;168;168;0;1,59509E+12;1285;0.002342606149341142;0.42496194824961947;3.2;279.2
9.8;386.6;0.7;-10.6;54.6;-6.6;16.5;1.4;247;100;168;168;0;1,59509E+12;1286;0.007174231332357248;0.48036529680365303;9.8;315.6
35;365.4;0.8;-10.4;53.4;-6.1;16.8;3;247;100;168;168;0;1,59509E+12;1287;0.02562225475841874;0.44809741248097407;35;294.4
74.8;384;0.7;-10.4;53.5;-6.8;17.3;2.9;247;100;168;168;0;1,59509E+12;1288;0.05475841874084919;0.4764079147640791;74.8;313
87;385;0.7;-10.4;53.7;-6.5;17.4;3;247;100;168;168;0;1,59509E+12;1289;0.0636896046852123;0.4779299847792998;87;314
104.8;394.2;0.7;-10.5;53.9;-6.5;17.1;2.9;247;100;168;168;0;1,59509E+12;1290;0.0767203513909224;0.4919330289193303;104.8;323.2
143;445.4;0.7;-10.6;54.5;-7;18.2;3.7;247;100;168;168;0;1,59509E+12;1291;0.10468521229868229;0.5698630136986301;143;374.4
204.4;479.8;0.7;-10.6;53.8;-6.1;19.6;4.4;247;100;168;168;0;1,59509E+12;1292;0.14963396778916546;0.6222222222222222;204.4;408.8
238.8;466;0.6;-10.5;53.9;-6.1;19;5.1;247;100;168;168;0;1,59509E+12;1293;0.17481698389458272;0.6012176560121766;238.8;395
229.4;469;0.6;-10.5;54;-6.7;18.1;3.9;247;100;168;168;0;1,59509E+12;1294;0.16793557833089312;0.6057838660578386;229.4;398
190.8;466.2;0.5;-10.7;54.6;-5.9;18.1;1.7;247;100;168;168;0;1,59509E+12;1295;0.1396778916544656;0.6015220700152207;190.8;395.2
197.8;430.4;0.7;-10.5;53.3;-5.8;16.4;2.2;247;100;168;168;0;1,59509E+12;1296;0.14480234260614935;0.5470319634703196;197.8;359.4
265;488.6;0.7;-10.6;54.1;-5.6;16.8;2.1;247;100;168;168;0;1,59509E+12;1297;0.19399707174231332;0.6356164383561644;265;417.6
681;396;0.8;-10.1;53;-4.4;11.3;2;248;102;163;163;0;1,59509E+12;1298;0.4985358711566618;0.4946727549467275;681;325
578;429.8;1;-10.8;55;-4.9;14.1;1.7;248;102;163;163;0;1,59509E+12;1299;0.42313323572474376;0.5461187214611872;578;358.8
387;163;1.1;-10.6;53;-4.8;13.8;1.2;251;98;163;163;0;1,59509E+12;1300;0.28330893118594436;0.1400304414003044;387;92
349.4;154.8;1.1;-10.8;53.4;-5.2;14.6;2.5;251;98;163;163;0;1,59509E+12;1301;0.25578330893118595;0.12754946727549468;349.4;8.380.000.000.000.000
731;427;1.1;-11.4;56.5;-3.9;11;-0.3;251;98;163;163;0;1,59509E+12;1302;0.5351390922401171;0.5418569254185692;731;356
351;336;1.2;-10.8;53.7;-4.2;8.2;1.5;251;98;163;163;0;1,59509E+12;1303;0.2569546120058565;0.4033485540334855;351;265
-18.2;242;1.2;-10.9;53.5;-4.2;7.1;1.4;253;95;162;162;0;1,59509E+12;1304;-0.0026647144948755493;0.2602739726027397;-3.64;171
-29.2;200.8;1.4;-11.1;54;-3.5;7.4;1;253;95;162;162;0;1,59509E+12;1305;-0.004275256222547584;0.19756468797564689;-5.84;129.8
-31.2;205.6;1.5;-11.1;53.4;-3.4;6.3;1.5;253;95;162;162;0;1,59509E+12;1306;-0.004568081991215227;0.20487062404870623;-6.24;134.6
-158.8;175.2;1.5;-11.1;53.5;-2.5;6.5;0.4;253;95;162;162;0;1,59509E+12;1307;-0.11625183016105418;0.15859969558599693;-158.8;10.419.999.999.999.900
-148.6;143.4;1.6;-11.1;53.6;-2.1;7.1;0.8;253;95;162;162;0;1,59509E+12;1308;-0.10878477306002927;0.1101978691019787;-148.6;72.4
263;187;1.6;-10.9;53.4;-2.6;6.3;0.7;253;95;162;162;0;1,59509E+12;1309;0.1925329428989751;0.1765601217656012;263;116
384;154.2;1.5;-10.8;53.3;-2.7;6.8;0.2;254;97;162;162;0;1,59509E+12;1310;0.28111273792093705;0.12663622526636223;384;8.319.999.999.999.990
239;119.4;1.2;-10.4;52;-4;5.7;0.9;254;97;162;162;0;1,59509E+12;1311;0.17496339677891654;0.07366818873668189;239;48.400.000.000.000.000
225.6;117;1.1;-10.3;52;-3.6;7.4;0.6;254;97;162;162;0;1,59509E+12;1312;0.1651537335285505;0.0700152207001522;225.6;46
298;88;0.8;-10;51.5;-4.8;9.7;2.1;254;97;162;162;0;1,59509E+12;1313;0.21815519765739386;0.0258751902587519;298;17
82.4;105.2;0.8;-9.9;51.3;-4.9;10.5;2.9;245;99;169;169;0;1,59509E+12;1314;0.06032210834553441;0.052054794520547946;82.4;34.2
15.8;126.2;0.7;-9.9;51.3;-5.6;11.1;3.7;245;99;169;169;0;1,59509E+12;1315;0.011566617862371889;0.08401826484018265;15.8;55.2
-14.8;150.6;0.7;-9.9;51.3;-5.3;11.1;3.2;245;100;168;168;0;1,59509E+12;1316;-0.002166910688140557;0.12115677321156772;-29.600.000.000.000.000;79.6
858;555;0.7;-9.9;53.5;-5.4;9.8;1.4;249;105;161;161;0;1,59509E+12;1317;0.6281112737920937;0.7366818873668188;858;484
75;312;0.8;-9.9;51.9;-5;11.4;2;247;102;167;167;0;1,59509E+12;1318;0.05490483162518302;0.3668188736681887;75;241
-25.2;218.2;0.9;-9.8;51.3;-4.8;12.3;1.8;247;101;169;169;0;1,59509E+12;1319;-0.0036896046852122988;0.22404870624048703;-5.04;147.2
21.2;168.4;0.9;-9.8;51.4;-4.7;13.1;1.7;247;101;169;169;0;1,59509E+12;1320;0.015519765739385065;0.1482496194824962;21.2;97.4
232.4;109.4;0.9;-9.9;51.6;-4.7;13;1.8;247;101;169;169;0;1,59509E+12;1321;0.17013177159590046;0.0584474885844749;232.4;38.400.000.000.000.000
281;110.2;0.9;-9.8;51.6;-4.6;13;1.4;247;101;169;169;0;1,59509E+12;1322;0.20571010248901903;0.059665144596651454;281;39.2
406.2;107.2;0.9;-9.8;51.6;-4.6;14.4;1.6;247;101;169;169;0;1,59509E+12;1323;0.2973645680819912;0.05509893455098935;406.2;36.2
456;150;0.9;-9.8;51.8;-4.8;13.5;1.6;247;101;169;169;0;1,59509E+12;1324;0.33382137628111275;0.1202435312024353;456;79
459.8;151.6;0.9;-9.8;51.7;-4.9;13.4;1.4;247;101;169;169;0;1,59509E+12;1325;0.33660322108345536;0.12267884322678842;459.8;80.6
411.8;159.6;0.9;-9.8;51.8;-4.6;13.1;1.4;247;101;169;169;0;1,59509E+12;1326;0.30146412884333823;0.13485540334855403;411.8;88.6
335.2;169.4;1;-9.8;51.5;-4.7;13;1.7;247;101;169;169;0;1,59509E+12;1327;0.2453879941434846;0.1497716894977169;335.2;98.4
274.6;168.6;1;-9.8;51.6;-4.8;13.2;1.7;247;101;169;169;0;1,59509E+12;1328;0.20102489019033676;0.14855403348554033;274.6;97.6
126.8;141.8;1;-9.8;51.3;-4.7;13.5;1.8;247;101;169;169;0;1,59509E+12;1329;0.09282576866764275;0.10776255707762558;126.8;7.080.000.000.000.000
74.8;114.2;1;-9.8;51.3;-4.7;13.3;1.7;247;101;169;169;0;1,59509E+12;1330;0.05475841874084919;0.06575342465753425;74.8;43.2
88.4;99.2;1;-9.8;51.3;-4.5;12.9;1.5;247;101;169;169;0;1,59509E+12;1331;0.06471449487554905;0.042922374429223746;88.4;28.200.000.000.000.000
63.8;64.6;1;-9.8;51.2;-4.5;12.8;1.5;247;101;169;169;0;1,59509E+12;1332;0.046705710102489015;-0.0019482496194824978;63.8;-12.800.000.000.000.000
52.8;54.2;0.9;-9.8;51.3;-4.3;13.3;1.4;247;101;169;169;0;1,59509E+12;1333;0.03865300146412884;-0.005114155251141552;52.8;-33.599.999.999.999.900
55;34.4;0.9;-9.8;51.5;-4.4;12.7;1;247;101;169;169;0;1,59509E+12;1334;0.04026354319180088;-0.011141552511415525;55;-7.32
54;4.4;0.9;-9.8;51.5;-4.8;12.6;1.2;247;101;169;169;0;1,59509E+12;1335;0.03953147877013177;-0.020273972602739727;54;-13.32
40;-1.8;0.9;-9.8;51.4;-4.8;12.9;1;247;101;169;169;0;1,59509E+12;1336;0.029282576866764276;-0.022161339421613396;40;-14.56
15.6;-12.6;0.9;-9.8;51.5;-4.8;12.6;1.3;247;101;169;169;0;1,59509E+12;1337;0.011420204978038067;-0.025449010654490106;15.6;-16.72
-3.6;-13;0.9;-9.8;51.4;-4.7;13;1.3;247;101;169;169;0;1,59509E+12;1338;-0.000527086383601757;-0.025570776255707764;-0.7200000000000001;-16.8
850;400;1;-9.9;53.1;-4.5;12.1;1.9;250;105;163;163;0;1,59509E+12;1339;0.6222547584187409;0.5007610350076104;850;329
715.2;336.8;0.9;-9.6;50.9;-4.5;11.9;1.7;247;101;170;170;0;1,59509E+12;1340;0.5235724743777452;0.4045662100456621;715.2;265.8
359;41;0.9;-9.7;51;-4.2;13.5;1.5;247;101;170;170;0;1,59509E+12;1341;0.26281112737920936;-0.0091324200913242;359;-6
380;38.6;0.9;-9.7;50.8;-4.3;13.4;1.6;247;101;170;170;0;1,59509E+12;1342;0.2781844802342606;-0.009863013698630138;380;-6.48
443.6;19;0.9;-9.7;50.8;-4.3;13.8;1.4;247;101;170;170;0;1,59509E+12;1343;0.32474377745241584;-0.015829528158295282;443.6;-10.4
