GazeX;GazeY;HeadX;HeadY;HeadZ;HeadYaw;HeadPitch;HeadRoll;rx;ry;rw;rh;state;time;FrameNr;Xview;Yview;docX;docY
604;68.2;-0.6;-5;50.2;-4.4;10.9;0.3;232;147;172;172;0;1,59509E+12;887;0.44216691068814057;-0.0008523592085235913;604;-0.5599999999999995
606.2;70.4;-0.6;-5;49.9;-4.5;11.4;0.1;232;147;172;172;0;1,59509E+12;888;0.4437774524158126;-0.0001826484018264823;606.2;-0.11999999999999887
579.2;66.4;-0.6;-5;50.2;-4.4;11.4;-0.1;232;147;172;172;0;1,59509E+12;889;0.42401171303074675;-0.0014003044140030426;579.2;-0.9199999999999989
561.8;67.2;-0.6;-5.1;50.4;-4.5;11.6;0.2;232;147;172;172;0;1,59509E+12;890;0.41127379209370424;-0.0011567732115677313;561.8;-0.7599999999999995
545.4;79;-0.7;-5.1;50.3;-4.5;11.6;0.1;232;147;172;172;0;1,59509E+12;891;0.3992679355783309;0.0121765601217656;545.4;8
546.4;78.4;-0.6;-5.1;50.3;-4.5;11.9;0.1;232;147;172;172;0;1,59509E+12;892;0.39999999999999997;0.01126331811263319;546.4;7.400.000.000.000.000
573.8;91.2;-0.6;-5.1;50.3;-4.3;11.6;-0.1;232;147;172;172;0;1,59509E+12;893;0.4200585651537335;0.03074581430745815;573.8;20.200.000.000.000.000
621.6;114;-0.6;-5;50.4;-4.4;10.5;-0.2;232;147;172;172;0;1,59509E+12;894;0.45505124450951684;0.0654490106544901;621.6;43
616.4;108.4;-0.6;-5;50.3;-4.6;10.4;0;232;147;172;172;0;1,59509E+12;895;0.4512445095168375;0.0569254185692542;616.4;37.400.000.000.000.000
602.4;103.2;-0.6;-5;50.2;-4.6;10.4;0;232;147;172;172;0;1,59509E+12;896;0.44099560761346995;0.049010654490106546;602.4;32.2
601.8;105.4;-0.6;-5;50.1;-4.5;11;-0.4;232;147;172;172;0;1,59509E+12;897;0.4405563689604685;0.05235920852359209;601.8;34.400.000.000.000.000
542.8;76.2;-0.6;-5;49.8;-4.2;11.3;-0.6;232;147;172;172;0;1,59509E+12;898;0.39736456808199117;0.007914764079147645;542.8;5.200.000.000.000.000
523.6;70;-0.6;-5;49.7;-4.1;11.7;-0.6;232;147;172;172;0;1,59509E+12;899;0.3833089311859444;-0.00030441400304414006;523.6;-0.2
467.8;68.2;-0.6;-5;49.5;-4.2;11.5;-0.7;232;147;172;172;0;1,59509E+12;900;0.3424597364568082;-0.0008523592085235913;467.8;-0.5599999999999995
434.2;82.4;-0.5;-5;49.4;-4.2;12.2;0.2;232;147;172;172;0;1,59509E+12;901;0.3178623718887262;0.01735159817351599;434.2;11.400.000.000.000.000
426;97.2;-0.5;-5;49.8;-4.3;12.7;-0.2;232;147;172;172;0;1,59509E+12;902;0.3118594436310395;0.039878234398782346;426;26.200.000.000.000.000
380;114.2;-0.5;-5;49.7;-4.6;12.8;-0.9;232;147;172;172;0;1,59509E+12;903;0.2781844802342606;0.06575342465753425;380;43.2
352.6;126.8;-0.6;-5;49.4;-4.6;13.2;-0.8;232;147;172;172;0;1,59509E+12;904;0.2581259150805271;0.08493150684931507;352.6;55.8
343.4;148.8;-0.5;-5;49.2;-4.5;14.2;-1.1;232;147;172;172;0;1,59509E+12;905;0.2513909224011713;0.1184170471841705;343.4;7.780.000.000.000.000
378.4;202;-0.5;-5;49;-4.2;14.1;-1.4;232;147;172;172;0;1,59509E+12;906;0.27701317715959;0.1993911719939117;378.4;131
587.2;277;-0.5;-5;48.9;-4.1;14.4;-1.4;232;147;172;172;0;1,59509E+12;908;0.4298682284040996;0.3135464231354642;587.2;206
580.8;219.2;-0.5;-5;48.8;-3.9;15.1;-1.4;232;147;172;172;0;1,59509E+12;909;0.42518301610541726;0.22557077625570773;580.8;148.2
728.2;223;-0.5;-5;48.6;-3.9;15.8;-1.5;232;147;172;172;0;1,59509E+12;910;0.5330893118594436;0.2313546423135464;728.2;152
737.8;240.6;-0.5;-5;48.3;-4;15.9;-1.3;232;147;172;172;0;1,59509E+12;911;0.540117130307467;0.25814307458143076;737.8;169.6
720.2;245.4;-0.6;-5;48.2;-3.8;16.7;-1.3;232;147;172;172;0;1,59509E+12;912;0.5272327964860908;0.2654490106544901;720.2;174.4
760.2;244.4;-0.7;-5.1;48.2;-3.7;16.9;-1.1;232;147;172;172;0;1,59509E+12;913;0.5565153733528551;0.2639269406392694;760.2;173.4
768.8;230.8;-0.7;-5.2;48.5;-3.8;17.3;-1.1;232;147;172;172;0;1,59509E+12;914;0.5628111273792094;0.24322678843226792;768.8;159.8
717.6;214;-0.8;-5.3;48.6;-3.9;17.5;-0.9;232;147;172;172;0;1,59509E+12;915;0.5253294289897511;0.2176560121765601;717.6;143
715;204.8;-0.8;-5.3;48.5;-4;17.1;-0.8;232;147;172;172;0;1,59509E+12;916;0.5234260614934114;0.20365296803652969;715;133.8
717.6;187.8;-0.8;-5.3;48.5;-4.1;17.2;-0.9;232;147;172;172;0;1,59509E+12;917;0.5253294289897511;0.17777777777777778;717.6;11.680.000.000.000.000
739.6;328.2;-0.7;-5.3;48.6;-4;17;-0.8;232;147;172;172;0;1,59509E+12;918;0.5414348462664714;0.39147640791476407;739.6;257.2
610.4;241;-0.6;-5.4;48.7;-3.7;17.5;-1.2;229;139;177;177;0;1,59509E+12;919;0.4468521229868228;0.258751902587519;610.4;170
413;65;-0.3;-5.5;48.6;-2.4;18.3;-1.9;229;139;177;177;0;1,59509E+12;920;0.30234260614934116;-0.0018264840182648406;413;-12.000.000.000.000.000
271.4;-25.8;0;-5.6;48.5;-0.8;17.9;-3;229;139;177;177;0;1,59509E+12;921;0.19868228404099558;-0.029467275494672755;271.4;-19.36
85;-173.4;0.5;-5.7;48.7;0.8;18.1;-5.3;240;137;176;176;0;1,59509E+12;922;0.06222547584187409;-0.3719939117199391;85;-244.4
-19.4;-139.4;2.1;-5.8;50.3;2.4;16.2;-8.7;256;139;169;169;0;1,59509E+12;923;-0.002840409956076135;-0.3202435312024353;-3.88;-210.4
28.8;-185;3.5;-5.7;49.9;5;15.1;-15.2;272;141;164;164;0;1,59509E+12;924;0.02108345534407028;-0.3896499238964992;28.8;-256
0;-141.2;4.6;-5.9;50.9;6.4;14.4;-18.2;285;142;158;158;0;1,59509E+12;925;0;-0.32298325722983257;0;-212.2
-55.6;-180;5;-5.9;51;8.5;13.5;-21.4;285;142;158;158;0;1,59509E+12;926;-0.00814055636896047;-0.3820395738203957;-11.120.000.000.000.000;-251
-185.4;-205.2;5.3;-5.9;51;8.4;12.8;-22.4;294;143;153;153;0;1,59509E+12;927;-0.13572474377745242;-0.42039573820395737;-185.4;-276.2
-350.8;-283.8;5.3;-5.9;51.2;8.1;12.6;-22.7;294;143;153;153;0;1,59509E+12;928;-0.2568081991215227;-0.5400304414003044;-350.8;-354.8
-353.4;-259.6;5.3;-5.9;51.1;7.6;11.8;-22.7;294;143;153;153;0;1,59509E+12;929;-0.2587115666178624;-0.5031963470319635;-353.4;-330.6
-249.6;-210.4;5.3;-6.1;54.2;6.2;8.6;-24.8;296;148;142;142;0;1,59509E+12;930;-0.18272327964860907;-0.42831050228310497;-249.6;-281.4
247;-13.4;4.7;-6;50;6.5;12;-23.7;296;148;142;142;0;1,59509E+12;931;0.1808199121522694;-0.025692541856925422;247;-16.880.000.000.000.000
195.2;-121;4.6;-6.1;49.9;6.8;13;-20.9;296;148;142;142;0;1,59509E+12;932;0.14289897510980965;-0.2922374429223744;195.2;-192
144.8;-201.8;4.3;-6.3;49.9;6.6;10.5;-17.3;278;135;162;162;0;1,59509E+12;933;0.10600292825768669;-0.415220700152207;144.8;-272.8
111;-306.8;3.6;-6.6;50.7;6.2;9.3;-14.9;278;135;162;162;0;1,59509E+12;934;0.08125915080527087;-0.5750380517503806;111;-377.8
172.6;-341.8;3;-6.8;51.7;5.6;8.3;-11.1;266;133;162;162;0;1,59509E+12;935;0.12635431918008785;-0.628310502283105;172.6;-412.8
227.2;-336.4;2.6;-6.9;51.7;3.8;9.5;-10;266;133;162;162;0;1,59509E+12;936;0.16632503660322107;-0.6200913242009132;227.2;-407.4
719;-307;0.9;-7.2;51.9;0.4;7.3;-5.1;246;128;166;166;0;1,59509E+12;938;0.5263543191800878;-0.5753424657534246;719;-378
631.4;-172.6;0.4;-6.9;50.9;-0.8;9.7;-5.2;246;128;166;166;0;1,59509E+12;939;0.46222547584187407;-0.37077625570776257;631.4;-243.6
591;-156.2;0.4;-6.9;50.9;-0.9;10.5;-4;246;128;166;166;0;1,59509E+12;940;0.43265007320644217;-0.34581430745814307;591;-227.2
574.8;-136.8;0.3;-6.9;51.1;-0.9;10.5;-2.4;246;128;166;166;0;1,59509E+12;941;0.4207906295754026;-0.3162861491628615;574.8;-207.8
675.2;-1;0.3;-6.9;51.2;-0.6;10.7;-1.6;246;128;166;166;0;1,59509E+12;942;0.494289897510981;-0.021917808219178082;675.2;-14.4
901.6;26.8;0.2;-6.8;51.2;-0.5;11.1;-0.1;237;131;169;169;0;1,59509E+12;943;0.6600292825768668;-0.013455098934550993;901.6;-8.840.000.000.000.000
995;359;-0.4;-6.5;50.3;-0.8;10.9;1.8;237;131;169;169;0;1,59509E+12;944;0.7284040995607614;0.4383561643835616;995;288
1117.6;435;-1.2;-6.2;49.3;-2.7;10.5;4.6;222;133;175;175;0;1,59509E+12;945;0.8181551976573938;0.5540334855403348;1117.6;364
1271.2;622;-1.7;-5.4;47.7;-2.9;13.8;8.5;222;133;175;175;0;1,59509E+12;946;0.9306002928257687;0.8386605783866058;1271.2;551
1275.2;641.2;-2;-4.4;46.5;-1.2;17.1;9.6;222;133;175;175;0;1,59509E+12;947;0.9335285505124451;0.8678843226788433;1275.2;570.2
1247.4;655;-2.1;-3.9;45.5;-0.1;20.4;8.3;222;133;175;175;0;1,59509E+12;948;0.913177159590044;0.8888888888888888;1247.4;584
1249;649.2;-2.3;-2.7;45;0.1;21.5;9.9;199;164;188;188;0;1,59509E+12;949;0.9143484626647145;0.8800608828006089;1249;578.2
1285.8;632.6;-2.7;-1.9;43.9;1.2;25.7;12;192;172;191;191;0;1,59509E+12;950;0.9412884333821376;0.8547945205479452;1285.8;561.6
1284.4;661.6;-3;-1.6;43.9;1.1;25;11.2;192;172;191;191;0;1,59509E+12;951;0.9402635431918009;0.8989345509893455;1284.4;590.6
1260.4;657.4;-3.4;-1.4;44;1.4;23.8;12.3;192;172;191;191;0;1,59509E+12;952;0.9226939970717424;0.8925418569254185;1260.4;586.4
1222.8;699;-3.9;-1.8;42.6;1.3;25;10.2;174;170;197;197;0;1,59509E+12;953;0.8951683748169839;0.9558599695585996;1222.8;628
762;539;-4;-2.4;40.4;0.2;22.4;9.4;165;158;208;208;0;1,59509E+12;954;0.5578330893118595;0.7123287671232876;762;468
1062;231;-4.3;-3.7;42.4;-1.2;27.8;6.6;168;147;200;200;0;1,59509E+12;955;0.7774524158125915;0.243531202435312;1062;160
687;-236;-4.5;-4.7;43.5;-1.3;26.8;5.6;170;137;195;195;0;1,59509E+12;956;0.5029282576866764;-0.4672754946727549;687;-307
564;111;-3.9;-5.2;39.8;-4.8;21.8;6.8;166;120;212;212;0;1,59509E+12;957;0.4128843338213763;0.060882800608828;564;40
452.6;107.6;-3.7;-5.7;39;-4.7;24.1;5.6;165;111;217;217;0;1,59509E+12;958;0.3313323572474378;0.055707762557077614;452.6;36.599.999.999.999.900
424.2;0.2;-3.5;-6.2;37.3;-3;24.1;2.4;159;99;230;230;0;1,59509E+12;959;0.31054172767203514;-0.021552511415525114;424.2;-14.16
504.4;-12;-3.5;-6.4;37.1;-5.2;27;1.1;158;91;233;233;0;1,59509E+12;960;0.3692532942898975;-0.025266362252663623;504.4;-16.6
1035;38;-1;-12.4;34.1;-4.1;18.4;14.6;186;0;244;244;0;1,59509E+12;972;0.7576866764275256;-0.010045662100456623;1035;-66.000.000.000.000.000
-23.8;9;-0.8;-11.2;52.7;-2.7;8.2;-1.7;231;91;164;164;0;1,59509E+12;984;-0.0034846266471449494;-0.018873668188736682;-4.760.000.000.000.000;-12.4
-141;341;-1.5;-10.2;53;-6.5;13.8;2.7;227;101;163;163;0;1,59509E+12;989;-0.10322108345534407;0.410958904109589;-141;270
754;352;-1.7;-9.8;53.3;-9.5;16.9;4.2;227;106;161;161;0;1,59509E+12;990;0.5519765739385066;0.4277016742770167;754;281
156;140;-1.6;-9.2;50.7;-10.4;13.3;3.5;227;106;161;161;0;1,59509E+12;991;0.11420204978038068;0.1050228310502283;156;69
148.8;216.8;-1.4;-9.2;50.5;-8.8;16.7;4.9;227;106;161;161;0;1,59509E+12;992;0.10893118594436312;0.2219178082191781;148.8;145.8
85.6;289.6;-1;-9.2;51.2;-7.2;15.7;3.9;227;106;161;161;0;1,59509E+12;993;0.06266471449487554;0.33272450532724507;85.6;21.860.000.000.000.000
61.8;256.4;-0.6;-8.9;50;-6.2;17;3.1;227;106;161;161;0;1,59509E+12;994;0.0452415812591508;0.28219178082191776;61.8;18.539.999.999.999.900
23.4;257.6;-0.5;-8.9;50.2;-5;16.4;2;227;106;161;161;0;1,59509E+12;995;0.0171303074670571;0.28401826484018267;23.4;18.660.000.000.000.000
14.8;224.8;-0.3;-8.9;50.2;-4.8;15.8;1.5;227;106;161;161;0;1,59509E+12;996;0.010834553440702782;0.2340943683409437;14.8;153.8
27.8;200;-0.3;-8.9;50.2;-4.4;15.5;1.5;227;106;161;161;0;1,59509E+12;997;0.020351390922401173;0.1963470319634703;27.8;129
7.2;188.2;-0.3;-8.8;49.9;-4.1;15.6;1.1;227;106;161;161;0;1,59509E+12;998;0.00527086383601757;0.17838660578386603;7.2;11.719.999.999.999.900
-7;182.6;-0.3;-8.8;50.1;-4.1;17.1;1.6;227;106;161;161;0;1,59509E+12;999;-0.0010248901903367497;0.16986301369863013;-14.000.000.000.000.000;111.6
-9;173.8;-0.3;-8.9;50.3;-4.3;17.6;1.9;227;106;161;161;0;1,59509E+12;1000;-0.0013177159590043925;0.15646879756468798;-1.8;10.280.000.000.000.000
-7.8;154.2;-0.4;-8.8;50.2;-4.3;17;1.6;227;106;161;161;0;1,59509E+12;1001;-0.0011420204978038067;0.12663622526636223;-1.56;8.319.999.999.999.990
-4;124.4;-0.4;-8.8;50;-4.2;16.9;1.5;227;106;161;161;0;1,59509E+12;1002;-0.0005856515373352855;0.08127853881278539;-0.8;53.400.000.000.000.000
0;97;-0.5;-8.8;49.8;-4.1;16.9;1.3;227;106;161;161;0;1,59509E+12;1003;0;0.0395738203957382;0;26
-11.6;73.2;-0.4;-8.7;49.6;-3.9;16.7;1;227;106;161;161;0;1,59509E+12;1004;-0.0016983894582723279;0.0033485540334855447;-2.32;2.200.000.000.000.000
-8.2;35.6;-0.4;-8.7;49.3;-3.8;17;1;227;106;161;161;0;1,59509E+12;1005;-0.0012005856515373353;-0.010776255707762557;-1.64;-7.08
10.2;-20.2;-0.3;-8.7;49.4;-3.6;17.7;1;227;106;161;161;0;1,59509E+12;1006;0.00746705710102489;-0.027762557077625573;10.2;-18.240.000.000.000.000
12.2;-31.4;-0.3;-8.7;49.5;-3.5;17.8;1;227;106;161;161;0;1,59509E+12;1007;0.008931185944363103;-0.031171993911719945;12.2;-20.480.000.000.000.000
16.2;-109.6;-0.3;-8.7;49.3;-3.4;17.9;0.9;227;106;161;161;0;1,59509E+12;1008;0.01185944363103953;-0.27488584474885847;16.2;-180.6
18.2;-131;-0.3;-8.7;49.3;-3.3;17.8;0.9;227;106;161;161;0;1,59509E+12;1009;0.013323572474377744;-0.3074581430745814;18.2;-202
27;-124.6;-0.3;-8.7;49.2;-3.3;18.2;1;227;106;161;161;0;1,59509E+12;1010;0.019765739385065886;-0.29771689497716897;27;-195.6
45.8;-132.8;-0.3;-8.7;49;-3.3;18.2;1.1;227;106;161;161;0;1,59509E+12;1011;0.03352855051244509;-0.3101978691019787;45.8;-203.8
37.2;-129.6;-0.2;-8.6;49;-3.2;17.9;1.1;227;106;161;161;0;1,59509E+12;1012;0.02723279648609078;-0.30532724505327247;37.2;-200.6
21.2;-130.8;-0.2;-8.7;49;-3.1;17.9;1;227;106;161;161;0;1,59509E+12;1013;0.015519765739385065;-0.3071537290715373;21.2;-201.8
28;-129.2;-0.2;-8.7;49.1;-3.1;18.2;1;227;106;161;161;0;1,59509E+12;1014;0.020497803806734993;-0.30471841704718416;28;-200.2
36.6;-123.2;-0.1;-8.7;49.3;-3.1;18.6;1;227;106;161;161;0;1,59509E+12;1015;0.026793557833089312;-0.29558599695585996;36.6;-194.2
20.4;-108.8;-0.1;-8.7;49.3;-3.1;18.5;0.7;227;106;161;161;0;1,59509E+12;1016;0.01493411420204978;-0.2736681887366819;20.4;-179.8
299;225;0;-8.7;49.2;-3;18.4;0.9;227;106;161;161;0;1,59509E+12;1017;0.21888726207906295;0.2343987823439878;299;154
461.8;283.6;0;-8.6;49.2;-2.9;16.9;1;227;106;161;161;0;1,59509E+12;1018;0.33806734992679355;0.32359208523592087;461.8;21.260.000.000.000.000
274.2;128;0.1;-8.6;49.1;-3;17.5;0.8;227;106;161;161;0;1,59509E+12;1019;0.2007320644216691;0.0867579908675799;274.2;57
82.2;-18;0.2;-8.7;49.4;-2.7;18.2;0.3;236;107;174;174;0;1,59509E+12;1020;0.060175695461200586;-0.027092846270928464;82.2;-17.8
214;-17.2;0.2;-8.7;49.5;-2.3;18;0.3;236;107;174;174;0;1,59509E+12;1021;0.15666178623718888;-0.02684931506849315;214;-17.64
262.8;-16.8;0.2;-8.7;49.3;-2.3;18.2;0.4;236;107;174;174;0;1,59509E+12;1022;0.1923865300146413;-0.026727549467275492;262.8;-17.56
274;-81.2;0.2;-8.7;49.2;-2.2;18.4;0.6;236;107;174;174;0;1,59509E+12;1023;0.2005856515373353;-0.23165905631659053;274;-152.2
275.4;-92.4;0.2;-8.7;49.4;-2.1;18.1;0.6;236;107;174;174;0;1,59509E+12;1024;0.201610541727672;-0.2487062404870624;275.4;-163.4
278;-92.8;0.2;-8.7;49.5;-2;18.1;0.7;236;107;174;174;0;1,59509E+12;1025;0.20351390922401172;-0.24931506849315072;278;-163.8
289.8;-107;0.2;-8.7;49.5;-1.9;18;0.8;236;107;174;174;0;1,59509E+12;1026;0.2121522693997072;-0.2709284627092846;289.8;-178
348.2;-139.8;0.2;-8.7;49.6;-1.9;18.4;0.8;236;107;174;174;0;1,59509E+12;1027;0.254904831625183;-0.3208523592085236;348.2;-210.8
329.2;-130.8;0.2;-8.7;49.4;-2;18.7;0.7;236;107;174;174;0;1,59509E+12;1028;0.24099560761346997;-0.3071537290715373;329.2;-201.8
310.4;-129;0.2;-8.7;49.5;-1.9;18.8;0.6;236;107;174;174;0;1,59509E+12;1029;0.22723279648609077;-0.30441400304414;310.4;-200
333.8;-130.8;0.2;-8.7;49.5;-2;18.5;0.8;236;107;174;174;0;1,59509E+12;1030;0.2443631039531479;-0.3071537290715373;333.8;-201.8
270.6;-122.6;0.2;-8.7;49.5;-2;18.1;0.7;236;107;174;174;0;1,59509E+12;1031;0.19809663250366033;-0.29467275494672757;270.6;-193.6
206.6;-118.6;0.2;-8.8;49.6;-1.9;18;0.6;236;107;174;174;0;1,59509E+12;1032;0.1512445095168375;-0.28858447488584477;206.6;-189.6
146.6;-123;0.2;-8.8;49.7;-1.8;18.4;0.6;236;107;174;174;0;1,59509E+12;1033;0.10732064421669106;-0.2952815829528158;146.6;-194
160.8;-135;0.2;-8.8;49.7;-1.7;18.6;0.6;236;106;174;174;0;1,59509E+12;1034;0.1177159590043924;-0.3135464231354642;160.8;-206
181.4;-129.4;0.3;-8.8;49.6;-1.7;18.4;0.5;236;106;174;174;0;1,59509E+12;1035;0.132796486090776;-0.3050228310502283;181.4;-200.4
202.6;-145.6;0.3;-8.7;49.3;-1.7;18.8;0.3;236;106;174;174;0;1,59509E+12;1036;0.14831625183016106;-0.32968036529680367;202.6;-216.6
223.4;-158.4;0.4;-8.7;49.2;-1.7;19;0.2;236;106;174;174;0;1,59509E+12;1037;0.16354319180087848;-0.3491628614916286;223.4;-229.4
228.4;-160.6;0.4;-8.8;49.2;-1.5;19;0.1;236;106;174;174;0;1,59509E+12;1038;0.16720351390922403;-0.35251141552511417;228.4;-231.6
292.2;-155.4;0.8;-8.6;48.1;0.6;20.5;0.8;236;106;174;174;0;1,59509E+12;1039;0.21390922401171303;-0.3445966514459665;292.2;-226.4
355.4;-147.4;2.4;-7.9;46.8;4.7;26.2;0.4;251;108;185;185;0;1,59509E+12;1040;0.26017569546120056;-0.3324200913242009;355.4;-218.4
787;115;9.4;-6.2;39.1;-3.2;27.9;9.2;335;105;220;220;0;1,59509E+12;1114;0.5761346998535871;0.0669710806697108;787;44
1697;491;21.4;5.4;90.7;21.8;12.2;27.3;389;247;94;94;0;1,59509E+12;1117;12.423.133.235.724.700;0.639269406392694;1697;420
1823;-446;21.9;5.8;93.8;16.8;17.7;39.7;389;247;94;94;0;1,59509E+12;1118;1.334.553.440.702.780;-0.786910197869102;1823;-517
2055;660;22.1;5.5;95.2;14.5;24.5;32.3;389;247;94;94;0;1,59509E+12;1119;15.043.923.865.300.100;0.8964992389649924;2055;589
2061;632;22.2;5.4;95.3;14.9;24.4;32.4;389;247;94;94;0;1,59509E+12;1120;15.087.847.730.600.200;0.8538812785388128;2061;561
2021.8;595.2;22.2;5.5;95.8;15;23.6;31.6;389;247;94;94;0;1,59509E+12;1121;14.800.878.477.306.000;0.7978691019786911;2021.8;524.2
45;196;-1.1;-12.2;51;-7;8.8;-1.5;228;75;170;170;0;1,59509E+12;1126;0.03294289897510981;0.1902587519025875;45;125
96.8;386.8;-0.3;-11.6;56.4;-13.3;7.2;2;246;96;153;153;0;1,59509E+12;1131;0.07086383601756954;0.4806697108066971;96.8;315.8
-178;249;0.5;-11.3;54.5;-9;4.8;0.8;249;95;159;159;0;1,59509E+12;1136;-0.13030746705710103;0.2709284627092846;-178;178
-19;210.2;0.4;-11.1;53.9;-9.7;8.7;-0.1;249;95;159;159;0;1,59509E+12;1137;-0.0027818448023426063;0.21187214611872143;-38.000.000.000.000.000;139.2
-229.8;223.4;0.5;-10.5;52.1;-9.4;8.6;0;249;95;159;159;0;1,59509E+12;1138;-0.16822840409956077;0.2319634703196347;-229.8;152.4
-260.8;222;0.6;-10.3;52.1;-8.7;10.8;-0.8;248;100;166;166;0;1,59509E+12;1139;-0.19092240117130307;0.2298325722983257;-260.8;151
-232;193.8;0.8;-9.9;51.8;-8.4;11.3;-0.6;248;100;166;166;0;1,59509E+12;1140;-0.1698389458272328;0.18691019786910198;-232;12.280.000.000.000.000
-215.6;153.4;0.9;-9.7;51.3;-8.4;11.9;-0.4;247;102;169;169;0;1,59509E+12;1141;-0.15783308931185944;0.1254185692541857;-215.6;82.4
-203.6;116.2;0.6;-9.5;51;-8.8;12;0.8;247;102;169;169;0;1,59509E+12;1142;-0.14904831625183015;0.06879756468797565;-203.6;45.2
-153;94.6;0.2;-9.2;50.6;-9.4;15.2;1.6;247;102;169;169;0;1,59509E+12;1143;-0.11200585651537336;0.03592085235920851;-153;23.599.999.999.999.900
1.4;65.2;0;-8.7;49.9;-9;19;2.1;247;102;169;169;0;1,59509E+12;1144;0.0010248901903367495;-0.0017656012176560114;1.4;-11.599.999.999.999.900
17.6;34.8;-0.1;-8;48.5;-7.5;20.2;2.9;234;111;178;178;0;1,59509E+12;1145;0.012884333821376283;-0.01101978691019787;17.6;-7.240.000.000.000.000
79.8;30;0;-8;48.6;-7.3;20.9;3.1;234;111;178;178;0;1,59509E+12;1146;0.058418740849194725;-0.012480974124809743;79.8;-8.200.000.000.000.000
100.8;30;0.1;-8.1;48.9;-7;22.2;3.7;234;111;178;178;0;1,59509E+12;1147;0.07379209370424597;-0.012480974124809743;100.8;-8.200.000.000.000.000
95.2;13.8;0.4;-8.1;48.9;-6.5;21.5;3.7;234;111;178;178;0;1,59509E+12;1148;0.06969253294289898;-0.017412480974124813;95.2;-11.440.000.000.000.000
106.6;2.2;0.6;-8.2;49;-5;19.8;3.7;234;111;178;178;0;1,59509E+12;1149;0.07803806734992678;-0.020943683409436833;106.6;-13.76
135.6;-13.4;0.8;-8.4;49.2;-4.8;19.9;3.1;244;109;175;175;0;1,59509E+12;1150;0.09926793557833088;-0.025692541856925422;135.6;-16.880.000.000.000.000
706;-138;0.8;-8.5;49.5;-4.6;20;2.9;244;109;175;175;0;1,59509E+12;1151;0.5168374816983895;-0.3181126331811263;706;-209
723.6;-137;0.8;-8.6;49.6;-4.5;19.7;3.2;244;109;175;175;0;1,59509E+12;1152;0.5297218155197657;-0.3165905631659056;723.6;-208
747.6;-150.2;0.7;-8.6;49.5;-4.6;18.9;3.2;244;109;175;175;0;1,59509E+12;1153;0.5472913616398243;-0.33668188736681887;747.6;-221.2
766.2;-154.4;0.5;-8.7;49.7;-5;17.1;3.4;244;109;175;175;0;1,59509E+12;1154;0.5609077598828697;-0.3430745814307458;766.2;-225.4
722;-150.6;0.4;-8.8;50;-6.4;16.5;3.6;244;109;175;175;0;1,59509E+12;1155;0.5285505124450952;-0.33729071537290717;722;-221.6
700.6;-150.6;0.3;-8.8;50.1;-6.2;16.3;3.3;244;109;175;175;0;1,59509E+12;1156;0.5128843338213763;-0.33729071537290717;700.6;-221.6
735.8;-151.4;0.3;-8.9;50;-6.1;17.6;3.2;244;109;175;175;0;1,59509E+12;1157;0.5386530014641288;-0.3385083713850837;735.8;-222.4
741;-146.2;0.2;-8.8;50;-6.2;17.3;2.6;244;109;175;175;0;1,59509E+12;1158;0.5424597364568082;-0.33059360730593607;741;-217.2
750;-135.2;0.2;-8.9;50.1;-6.4;16.7;2.8;244;109;175;175;0;1,59509E+12;1159;0.5490483162518301;-0.31385083713850837;750;-206.2
745.6;-133.2;0.2;-8.9;50.3;-6.6;16.3;3.1;244;109;175;175;0;1,59509E+12;1160;0.5458272327964862;-0.31080669710806696;745.6;-204.2
737.8;-139.8;0.2;-8.9;50.2;-6.3;16.3;3.1;244;109;175;175;0;1,59509E+12;1161;0.540117130307467;-0.3208523592085236;737.8;-210.8
717.2;-138.4;0.2;-8.9;50.1;-6.1;16.1;2.8;244;109;175;175;0;1,59509E+12;1162;0.5250366032210835;-0.3187214611872146;717.2;-209.4
644.8;-127;0.3;-8.9;50.2;-6.1;15.9;2.2;244;109;175;175;0;1,59509E+12;1163;0.4720351390922401;-0.3013698630136986;644.8;-198
624;-114;0.4;-8.9;50.1;-6;16;2.2;244;109;175;175;0;1,59509E+12;1164;0.4568081991215227;-0.2815829528158295;624;-185
621.8;-110.2;0.5;-8.9;50.1;-5.9;15.8;2.1;244;109;175;175;0;1,59509E+12;1165;0.45519765739385065;-0.27579908675799086;621.8;-181.2
595;-103.6;0.6;-8.9;49.9;-5.9;14.8;2.4;244;109;175;175;0;1,59509E+12;1166;0.4355783308931186;-0.26575342465753427;595;-174.6
587.6;-87.6;0.6;-8.9;50.1;-5.8;15.5;2.2;244;107;171;171;0;1,59509E+12;1167;0.43016105417276723;-0.24140030441400304;587.6;-158.6
607;-4.2;0.7;-9;50.4;-5.6;15.7;2.4;244;107;171;171;0;1,59509E+12;1168;0.4443631039531479;-0.022891933028919332;607;-15.040.000.000.000.000
633.4;0.4;0.6;-8.9;50.3;-5.8;16.1;2.4;244;107;171;171;0;1,59509E+12;1169;0.4636896046852123;-0.021491628614916283;633.4;-14.12
641.4;13.2;0.6;-9;50.5;-6.2;16.7;2.5;244;107;171;171;0;1,59509E+12;1170;0.46954612005856516;-0.017595129375951295;641.4;-11.56
631.8;34.2;0.7;-9.1;50.9;-6.3;16.2;2.2;244;107;171;171;0;1,59509E+12;1171;0.4625183016105417;-0.011202435312024353;631.8;-7.359.999.999.999.990
